apple,neutral,1.2559E+17,Sun Oct 16 15:13:29 +0000 2011,@apple pratet om en versjon av iPod touch til barn. De ombestemte seg da tittelen nÃ_rmet seg #iTouch Kids.
apple,neutral,1.25989E+17,Mon Oct 17 17:36:49 +0000 2011,"@apple predicts #Siri in 1987 in video, the video is staged for September 2011 http://t.co/tFNRP3MD"
apple,neutral,1.25866E+17,Mon Oct 17 09:30:55 +0000 2011,@Apple received 1m pre-orders in a single day for its new iPhone 4S #consumer_demand #steve_jobs
apple,positive,1.26027E+17,Mon Oct 17 20:08:14 +0000 2011,@Apple Safari Reader owns the worldwide web
apple,neutral,1.25197E+17,Sat Oct 15 13:10:06 +0000 2011,@Apple Scrapple. (:
apple,neutral,1.25951E+17,Mon Oct 17 15:08:25 +0000 2011,@Apple sells 4 million on the first weekend. @Samsung sold over 30 million Galaxy S II phones globally.
apple,neutral,1.26021E+17,Mon Oct 17 19:47:06 +0000 2011,@Apple sells record 4M #iPhone4S phones in first 3 days!
apple,neutral,1.25369E+17,Sun Oct 16 00:34:39 +0000 2011,@apple should make Siri avalible for all devices not exclusive to the iPhone 4S
apple,positive,1.25682E+17,Sun Oct 16 21:17:17 +0000 2011,@apple Siri is amazing
apple,negative,1.25956E+17,Mon Oct 17 15:28:21 +0000 2011,@Apple Siri is down!
apple,negative,1.25712E+17,Sun Oct 16 23:17:55 +0000 2011,@apple So I went to the 5th Ave store and was told I could wait about 4 hours to get a 4S. Needless to say I'm back at the hotel relaxing.
apple,neutral,1.25909E+17,Mon Oct 17 12:20:06 +0000 2011,@apple So why is Siri only available on the iPhone 4S ?   - http://t.co/QZuNgyLW
apple,neutral,1.25321E+17,Sat Oct 15 21:24:09 +0000 2011,@apple so why is the ios support for 2nd gen ipods discontinued? It is only 3 years old? Give us an ios update please!
apple,neutral,1.25631E+17,Sun Oct 16 17:55:29 +0000 2011,@apple store #Towson waiting at Genius bar - huge crowd waiting for #iPhone 4s @michaelmark @nicolelil http://t.co/x92sweCh
apple,neutral,1.25589E+17,Sun Oct 16 15:07:07 +0000 2011,"@Apple store dude ""i hear an accent where ru from?"" me ""no from ct, but ur not 1st 2 tell me that"" dude ""maybe its... http://t.co/93Ztje8p"
apple,neutral,1.26294E+17,Tue Oct 18 13:51:23 +0000 2011,@apple store NY
apple,neutral,1.26104E+17,Tue Oct 18 01:16:29 +0000 2011,@apple store to get my phone fixed... ppl lined up for 4s http://t.co/aUHQLiVy
apple,neutral,1.26214E+17,Tue Oct 18 08:32:09 +0000 2011,@Apple Stores to close for one hour on October 19 to watch #SteveJobs #memorial http://t.co/fbjqb5RA via @9to5mac #tech #porchista
apple,neutral,1.25823E+17,Mon Oct 17 06:40:08 +0000 2011,"@apple stuck it to @amazon when it unveiled iCloud, showing that the placement of 'i' before the name of even a failed effort yields success"
apple,negative,1.26377E+17,Tue Oct 18 19:21:10 +0000 2011,@apple thank you for ruining my 3GS with #iOS5. You've just turned my phone into an utterly useless pile of shit.
apple,negative,1.25708E+17,Sun Oct 16 23:03:00 +0000 2011,@Apple thank you for sucking so much. I cannot believe you would sell something online that isn't made
apple,negative,1.25303E+17,Sat Oct 15 20:13:09 +0000 2011,@apple thanks apple for ios 5 and losing all my contacts!
apple,negative,1.25693E+17,Sun Oct 16 22:00:09 +0000 2011,@apple thanks for ios5 - loving having my music breaking up like I'm talking on a mobile (cell) phone. Bring back functional 4 #iosdonwgrade
apple,positive,1.25701E+17,Sun Oct 16 22:34:27 +0000 2011,@apple the iPhone 4s is great #genius
apple,negative,1.26151E+17,Tue Oct 18 04:20:17 +0000 2011,"@apple the reservation system not working, shows no products avail let alone iphone 4s I had the site open in 3 browsers at 9 PM and nothing"
apple,neutral,1.26377E+17,Tue Oct 18 19:20:28 +0000 2011,"@Apple to shut stores!!! C'mon, Only Wednesday for @SteveJobs memorial."
apple,negative,1.25245E+17,Sat Oct 15 16:22:14 +0000 2011,@apple took my Siri and made it exclusive to iPhone 4S  #SoRude
apple,negative,1.26107E+17,Tue Oct 18 01:26:57 +0000 2011,@apple u guys are gay
apple,neutral,1.25943E+17,Mon Oct 17 14:35:30 +0000 2011,@apple underplayed the power of the iPad via @mitchjoel &lt;yup #SOCAPac11
apple,negative,1.25995E+17,Mon Oct 17 18:01:55 +0000 2011,@Apple unhappy again with service/product quality. Won't buy @Apple again.
apple,neutral,1.2593E+17,Mon Oct 17 13:44:20 +0000 2011,@Apple very disappointed Hogwarts not choice on world clock on iPhone
apple,negative,1.25304E+17,Sat Oct 15 20:16:54 +0000 2011,"@Apple wasted 20 hours of my time after software wiped out my phone. Now have to work late thru night. AND, I'm w/o a phone at least 4 days!"
apple,neutral,1.25971E+17,Mon Oct 17 16:27:42 +0000 2011,@apple What's so hard about showing the next 10 calendar events on the new notification screen? Not only for the next 24 hours. #fixthisnow
apple,negative,1.25621E+17,Sun Oct 16 17:16:29 +0000 2011,@apple What's the point of iCloud wireless updates when ios5 now forces me to use the computer to charge my ipod touch now? #worstupdateever
apple,negative,1.2533E+17,Sat Oct 15 21:59:44 +0000 2011,@apple why does #iPhone4 plus #iOS5 equal half the battery life?
apple,neutral,1.26353E+17,Tue Oct 18 17:46:03 +0000 2011,@apple Why don't you have a wireless remote for Keynote presentations w a MacBook Air?  Nobody wants to see the pith man navigate w a iPhone
apple,negative,1.26321E+17,Tue Oct 18 15:38:08 +0000 2011,@apple why is my iPhone battery so crappy #fail
apple,negative,1.2533E+17,Sat Oct 15 21:59:03 +0000 2011,@apple why isn't my iTunes updating? I just wanna update my iPhone to IOS5!!! Then iTunes says that it needs to update to do it. Then fails!
apple,negative,1.25693E+17,Sun Oct 16 22:00:46 +0000 2011,@Apple why my new iMac is so slow for web browsing? My previous Snow MB was faster! on the same Cable home network. Please help.
apple,negative,1.26411E+17,Tue Oct 18 21:35:44 +0000 2011,@apple why my tunes no go on my iPhone? iPhone lonely without them. silly #iOS5
apple,neutral,1.26104E+17,Tue Oct 18 01:16:09 +0000 2011,@Apple why no Macbook mirroring onto AppleTV via #Airplay?
apple,positive,1.26405E+17,Tue Oct 18 21:09:33 +0000 2011,@Apple will be adding more carrier support to the iPhone 4S (just announced)
apple,neutral,1.26405E+17,Tue Oct 18 21:11:53 +0000 2011,@Apple will be rolling out iPhone 4S to more than 20 more countries by the end of the month.
apple,negative,1.26297E+17,Tue Oct 18 14:03:23 +0000 2011,"@apple Wish I could pick month, day, and YEAR when setting a new calendar item on my iPhone. Why hasn't the new iOS fixed this yet?!"
apple,negative,1.25946E+17,Mon Oct 17 14:46:38 +0000 2011,@Apple would do better to inform customers properly about migrating to #iCloud - many complaints lead to #image damage http://t.co/QL7zmPpO
apple,neutral,1.26393E+17,Tue Oct 18 20:25:21 +0000 2011,"@Apple Would much rather get outta this having a ( see pic ) and have fun with this "" Have your friends choose music"" http://t.co/7IiHbr4J"
apple,negative,1.26335E+17,Tue Oct 18 16:31:29 +0000 2011,@APPLE Wow @MOTOROLA Just crushed your dreams....
apple,negative,1.25407E+17,Sun Oct 16 03:07:20 +0000 2011,"@apple WTF why can we not add the newsstand to a folder?! We are already in your walled garden, so please don't remind us of it."
apple,neutral,1.25994E+17,Mon Oct 17 17:56:54 +0000 2011,"@apple y u run out of 64gb iPhone!? Now I have to settle for 32gb. Saved 100$ though(:
apple,negative,1.25458E+17,Sun Oct 16 06:29:47 +0000 2011,@apple you can suck it you and your fucking iPhones better be glad it's all I like cause the service Is fucking terrible
apple,negative,1.25981E+17,Mon Oct 17 17:05:04 +0000 2011,"@Apple you're killing me. Excited about iOS5 no longer- tragic battery drain, genius bar wants to replace the battery. Really?"
apple,negative,1.26074E+17,Mon Oct 17 23:14:04 +0000 2011,"@Apple your service experience is really fucking slipping (except for cute, eyelash batting girlies). (@ Apple Store) http://t.co/dOHDEnMg"
apple,positive,1.2584E+17,Mon Oct 17 07:46:17 +0000 2011,@apple your simply the best.
