google,neutral,1.26494E+17,Wed Oct 19 03:06:38 +0000 2011,"#Android #IceCreamSandwich 4.0 y el Galaxy Nexus, no necesitas nada mÃ¡s... #samsung #google"
google,neutral,1.26512E+17,Wed Oct 19 04:14:45 +0000 2011,#Android + #Google have all of the tools to reshape the market. I should probably take a break from all this #ICS talk. http://t.co/D6T2XYAD
google,neutral,1.26505E+17,Wed Oct 19 03:48:04 +0000 2011,#android 4.0 __Ñƒ_¶_µ__ #google Ñ‡Ñ‚___±Ñ‹ ___±Ñ__µ_´_¸___¸Ñ‚ÑŒ Ñ‚_µ_»_µÑ„______ÑƒÑ_ _¸ _¿_»_°__Ñˆ_µÑ‚__ÑƒÑ_ ___µÑ€ÑÅ_¸_¸ __ ___´__Ñƒ.
google,positive,1.26504E+17,Wed Oct 19 03:43:48 +0000 2011,"#Android 4.0 Ice Cream: Introducing Galaxy Nexus. Simple, beautiful, beyond smart http://t.co/vUWgyx3N #Google"
google,positive,1.26493E+17,Wed Oct 19 03:02:24 +0000 2011,#android 4.0!!  Ice Cream Sandwich will now make all other smartphone operating systems look outdated.  #Androidbeam Wowww..  #google
google,neutral,1.26492E+17,Wed Oct 19 02:57:28 +0000 2011,#Android Beam å¥_åƒèå_ˆå__å®_ï_Å#Google #ICS
google,neutral,1.265E+17,Wed Oct 19 03:27:43 +0000 2011,#android El nuevo Android de Google: Galaxy Nexus con Ice Cream Sandwich 4.0: MenudaÂ madrugada del 19 de... http://t.co/wjCcDIAb #google
google,neutral,1.26524E+17,Wed Oct 19 05:05:33 +0000 2011,#android Google confirma que todos los dispositivos con gingerbread tendrÃ¡n Ice Cream Sandwich: Y desde ... http://t.co/bUcSI4xy #google
google,neutral,1.26493E+17,Wed Oct 19 02:59:42 +0000 2011,#Android Ice Cream Sandwich #Gmail reminds me a lot of #iOS mail app #CopyAndPaste #Google
google,neutral,1.26529E+17,Wed Oct 19 05:25:07 +0000 2011,"#Android Ice Cream Sandwich and Galaxy Nexus: Everything You Need to Know http://t.co/CvTxbiKQ
google,neutral,1.26488E+17,Wed Oct 19 02:40:45 +0000 2011,"#Android Ice Cream Sandwich features face-recognition to unlock your phone, no more entering a pin or password #fb #google"
google,positive,1.26533E+17,Wed Oct 19 05:41:16 +0000 2011,#Android ICS is looking pretty good. Not quite sure if its worth the 4.0 numbering leap. #google
google,neutral,1.26528E+17,Wed Oct 19 05:19:36 +0000 2011,"#Android: This Is the #Samsung Galaxy Nexus, #Google's New Official Android Phone(via @Gizmodo) - The... http://t.co/wS4GS9uk"
google,neutral,1.26506E+17,Wed Oct 19 03:53:13 +0000 2011,#AndroidBeam: Comparte con otro #Android lo que ves solo con ponerlo juntos. (Por ahora sÃ_lo en el #NexusPrime). #NFC #Google
google,neutral,1.26523E+17,Wed Oct 19 05:00:06 +0000 2011,#csportsmn #android #ios #pulse #google #galaxy #fringe #ajildavna #nexus #ics
google,neutral,1.26527E+17,Wed Oct 19 05:15:10 +0000 2011,#Digital : Google en Twitter komen niet tot een overeenkomst voor realtime-zoekdiensten - ...  #de #google #en http://t.co/cFmZOejW
google,neutral,1.26504E+17,Wed Oct 19 03:45:08 +0000 2011,#droidtweak #Video: #IceCreamSandwich on the #GalaxyNexus http://t.co/vBcl0OzP #googlephone #nexus1 #NexusS #google
google,positive,1.26487E+17,Wed Oct 19 02:37:46 +0000 2011,#excellent #AngryBirds #Google #Chrome #Commercial 1080p HD http://t.co/LLsLrxFM via @youtube
google,positive,1.26523E+17,Wed Oct 19 05:00:06 +0000 2011,#Facebook power users 'have gone to #Google+ and #Twitter' - Telegraph http://t.co/vwCiOv1f Who are they? #socialmedia
google,neutral,1.2651E+17,Wed Oct 19 04:06:58 +0000 2011,#Facebook vs. #Google+ : Which #SocialMedia Platform is the Best for You? | @customerthink http://t.co/QqkviaAn
google,negative,1.26487E+17,Wed Oct 19 02:35:43 +0000 2011,#fail on the face recognition not working #google #samsung
google,neutral,1.26484E+17,Wed Oct 19 02:26:01 +0000 2011,"#galaxy #nexus #android #google / Ñç_ºÑ€_°_°_°_°_°_°__ / -4,7'' / -super HD amoled / -1280x720  / -16:9 /  / _º_°___µÑ€_° / 5__... http://t.co/3cbUMlg3"
google,neutral,1.26493E+17,Wed Oct 19 03:02:03 +0000 2011,"#Galaxy #Nexus lÃ_bÃ_, i novinky v #ICS. NajÃ_t truhlu se zlaÅ¥Ã¡ky, je mÅ¯j :D Snad jeÅ¡tÄ› nezapomenou na Nexus One. #Google"
google,neutral,1.26499E+17,Wed Oct 19 03:25:38 +0000 2011,#Galaxy #Nexus Officially Announced At Hong Kong Event http://t.co/wMy6LoCd #google
google,neutral,1.26522E+17,Wed Oct 19 04:54:12 +0000 2011,"#GalaxyNexus | @xataka http://t.co/p2Tu2kBm &lt;-El nuevo telÃ©fono de #Samsung y #Google, EL perfecto rival para el #iPhone4S con su #Android 4"
google,neutral,1.26499E+17,Wed Oct 19 03:23:07 +0000 2011,#GalaxyNexus es presentado oficialmente. http://t.co/dwUWIYWC | Conoce los detalles del nuevo telÃ©fono de #Google
google,neutral,1.26509E+17,Wed Oct 19 04:06:01 +0000 2011,#goodtoknow #privacy #google http://t.co/Ye337YR6
google,neutral,1.26526E+17,Wed Oct 19 05:11:28 +0000 2011,#google - @pc_insecurities-  another rise in my website results part 6 http://t.co/OESQu4Q5 #salisbury
google,neutral,1.26496E+17,Wed Oct 19 03:14:48 +0000 2011,#Google (and #Twitter ) get ready for the debut of #IceCreamSandwich http://t.co/T36KZ6gf
google,positive,1.26493E+17,Wed Oct 19 03:00:52 +0000 2011,"#Google / #Samsung #Galaxy #Nexus #ICS press release is now done, I'll go back to my regular tweeting intervals now :) I WANT IT!"
google,neutral,1.26501E+17,Wed Oct 19 03:31:22 +0000 2011,#Google & Samsung announced their (hopeful) rebuttal to iPhone 4S tonight... site shows nice specs but no carriers yet. http://t.co/Z8SDgUT9
google,neutral,1.26525E+17,Wed Oct 19 05:07:13 +0000 2011,#Google #Android #IceCreamSandwich features - http://t.co/qXFdDrt4. #ICS
google,neutral,1.26505E+17,Wed Oct 19 03:48:15 +0000 2011,#Google #Android #ICS #IceCreamSandwich
google,positive,1.26521E+17,Wed Oct 19 04:53:19 +0000 2011,#GOOGLE #ANDROID 4.0 out ;-) Available with #SAMSUNG nexus!
google,neutral,1.26508E+17,Wed Oct 19 04:00:28 +0000 2011,#Google #Android Ice Cream Sandwich 4.0 (photos) http://t.co/iK3Iq8KR
google,positive,1.26488E+17,Wed Oct 19 02:42:14 +0000 2011,#Google #Android Icecream Sandwich OS for Nexus Prime Released! [LIVE BLOG] | http://t.co/LF03ZKUz #technology #hk
google,neutral,1.26505E+17,Wed Oct 19 03:48:53 +0000 2011,#Google #Android os4.0ç™ºè¡¨ä__å†…å®_!! http://t.co/qseGK2Zy
google,neutral,1.26501E+17,Wed Oct 19 03:34:16 +0000 2011,#Google #Cloud Epson Artisan 837: According to Epson you can also upgrade the printer to support Google Clo... http://t.co/D6gFyji3 #TCN
google,negative,1.26517E+17,Wed Oct 19 04:34:36 +0000 2011,"#Google #Cloud Service Blackouts Threaten Cloud Users: During a 30-day period in August and September, for ... http://t.co/G0ElVRVJ #TCN"
google,neutral,1.26528E+17,Wed Oct 19 05:21:13 +0000 2011,"#Google #Docs presentations get real-time collaboration, transition effects and more: Googleâ€_ http://t.co/COSF8WUS"
google,neutral,1.26515E+17,Wed Oct 19 04:29:12 +0000 2011,#google #galaxy #nexus intro video #samsung #ICS #android #4 http://t.co/tOGMpP8I
google,neutral,1.2649E+17,Wed Oct 19 02:49:32 +0000 2011,"#google #galaxy #nexus, I WANT A PHONE PLEASE TALK ABOUT OTHER FEATURES NOW THE CAMERA IS ONLY ONE PART!"
google,neutral,1.26508E+17,Wed Oct 19 04:00:14 +0000 2011,"#Google #Galaxy #Nexus, Miam !
google,positive,1.26519E+17,Wed Oct 19 04:43:46 +0000 2011,#google #galaxynexus #icecream great
google,neutral,1.26526E+17,Wed Oct 19 05:10:06 +0000 2011,#Google #Ice Cream Sandwich (#Android 4.0): a #hands_on #screenshot #gallery http://t.co/61bZRSWI via @engadget
google,neutral,1.26525E+17,Wed Oct 19 05:09:58 +0000 2011,#Google #Ice Cream Sandwich (#Android 4.0): a #hands_on #screenshot #gallery http://t.co/E8dCQo7s
google,neutral,1.26534E+17,Wed Oct 19 05:43:37 +0000 2011,#Google #Ice Cream Sandwich (#Android 4.0): a hands-on ##screenshot #gallery http://t.co/bpZRz337
google,neutral,1.26511E+17,Wed Oct 19 04:14:03 +0000 2011,#google #icecream #galaxy #nexus http://t.co/gkoHBpN8
google,neutral,1.26501E+17,Wed Oct 19 03:34:33 +0000 2011,"#google #IceCreamSandwich #Samsung #Updates #Android | 
google,neutral,1.26532E+17,Wed Oct 19 05:37:20 +0000 2011,#Google #IceCreamSandwich Debuts as IPhone Sets Record: Tech. http://t.co/TrENUYF4
google,neutral,1.26493E+17,Wed Oct 19 02:59:49 +0000 2011,#google #icecreamsandwich event featured #minecraft
google,positive,1.26491E+17,Wed Oct 19 02:53:25 +0000 2011,#google #icecreamsandwich totally blowing #Apple iShit away...
google,neutral,1.2649E+17,Wed Oct 19 02:48:15 +0000 2011,#google #motorola Motorola-Ãœbernahme durch Google: Justizministerium fordert Informationen: Mitte August wurde b... http://t.co/C5nZWALj
google,neutral,1.26515E+17,Wed Oct 19 04:27:14 +0000 2011,#Google #News: Unwrapping Ice Cream Sandwich on the Galaxy Nexus: (Cross-posted on the Google Mob... http://t.co/0PkK7J5D #harshgandhitk
google,neutral,1.26515E+17,Wed Oct 19 04:27:14 +0000 2011,#Google #News: Unwrapping Ice Cream Sandwich on the Galaxy Nexus: (Cross-posted on the Google Mob... http://t.co/AgC6PCz7 #harshgandhitk
google,positive,1.26512E+17,Wed Oct 19 04:17:15 +0000 2011,#Google #Nexus press conference http://t.co/2WV01o5v #slick
google,neutral,1.26521E+17,Wed Oct 19 04:53:06 +0000 2011,#Google #NexusPrime Spec sheet: http://t.co/iuYKWVRQ #Android #Mobile
google,neutral,1.2649E+17,Wed Oct 19 02:50:41 +0000 2011,#Google #Panda OÃ_ est parti le 30 % de trafic perdu?  http://t.co/QONIToAg
