twitter,neutral,1.26882E+17,Thu Oct 20 04:45:00 +0000 2011,@ManwitPURPOSE50 what are you doing now on #twitter????
twitter,neutral,1.26869E+17,Thu Oct 20 03:56:23 +0000 2011,@Marbelle30 ...Esta familia de #twitter cada vez crece mas y mas rÃ¡pidamente estas en 71.406 seguidores y estoy seguro que serÃ¡n muchos mas.
twitter,neutral,1.26862E+17,Thu Oct 20 03:27:01 +0000 2011,@Markeenn meu #Twitter ==&gt; @isaiasx19 Sumiu #rsrsr
twitter,neutral,1.26878E+17,Thu Oct 20 04:29:27 +0000 2011,"@Marlorific well, I feel great about being your first #twitter friend :)"
twitter,neutral,1.26864E+17,Thu Oct 20 03:33:45 +0000 2011,@marthaubaque1 Que bacano hermanita que estÃ©s en la honda del #Twitter  :)
twitter,neutral,1.26864E+17,Thu Oct 20 03:36:30 +0000 2011,@matheusdcb Me segue de volta Matheus ajeitei meu #twitter hj.
twitter,neutral,1.26869E+17,Thu Oct 20 03:55:06 +0000 2011,@matudelatower Se dieron cuenta que si ponen la T de #Twitter dada vuelta queda la F de #Facebook?  // PLOP PLOP PLOP
twitter,neutral,1.26882E+17,Thu Oct 20 04:45:11 +0000 2011,@MauroGarcia92 dale ok..!solo #twitter !!
twitter,neutral,1.26861E+17,Thu Oct 20 03:23:07 +0000 2011,@maxpowertoloza bienvenido #TWITTER jejejeeje buena!!!
twitter,neutral,1.26868E+17,Thu Oct 20 03:51:35 +0000 2011,@Mayra_Moreno1 #congrats ya sabes usar #twitter jajajaja #loveu
twitter,neutral,1.26868E+17,Thu Oct 20 03:52:28 +0000 2011,@melkoff pues bienvenida vas a ver que pronto le encontraras sentido   es la onda el #twitter
twitter,neutral,1.26869E+17,Thu Oct 20 03:53:22 +0000 2011,"@melo_gabby Sao os assuntos mais comentados do mundo no #Twitter. Mas o que eu queria que vc visse, nao ta mais la."
twitter,neutral,1.26864E+17,Thu Oct 20 03:36:45 +0000 2011,@MindPhucked you changed your #twitter name?!
twitter,neutral,1.26863E+17,Thu Oct 20 03:31:36 +0000 2011,@mnoo_ana @g6wa1998 Etha Nim. w blyala tbon #twitter :p
twitter,neutral,1.26869E+17,Thu Oct 20 03:54:40 +0000 2011,@mpeagler http://t.co/1EYtmczJ @GetGlue #Twitter
twitter,neutral,1.2687E+17,Thu Oct 20 03:57:18 +0000 2011,@msleamichele @NayaRivera @DiannaAgron @MsAmberPRiley please could u somehow convince #hemo to join #twitter we need her awesomeness!! #glee
twitter,negative,1.26868E+17,Thu Oct 20 03:50:59 +0000 2011,@MsTapoutBarbie Yep figured my shit is jacked. Dammit #Twitter!!
twitter,neutral,1.26863E+17,Thu Oct 20 03:32:50 +0000 2011,"@nachogoano  tiene 146692 seguidores, a la masividad de #twitter es sorprendente."
twitter,neutral,1.26868E+17,Thu Oct 20 03:50:29 +0000 2011,@NahuN_Robles jajaja fregues de #TWITTER x'D
twitter,neutral,1.26863E+17,Thu Oct 20 03:32:26 +0000 2011,@NaniRicciHitch Mais oooh! Je #Joke comme on dit sur #twitter -___-' On papote demain! :) Bises
twitter,neutral,1.26856E+17,Thu Oct 20 03:03:45 +0000 2011,"@nataliagdl1207 hahahaha bby, obviamente no es para ti, ni para nadie en #Twitter"
twitter,neutral,1.26875E+17,Thu Oct 20 04:18:30 +0000 2011,@natemarozzi that's what #Twitter is for
twitter,neutral,1.26872E+17,Thu Oct 20 04:06:44 +0000 2011,@nelsonfenc recupere el #twitter para mi #iPODzombi!! #EpicWin de nuevo!!! ;-)
twitter,neutral,1.26875E+17,Thu Oct 20 04:18:33 +0000 2011,@Nikki_BoBo #Twitter after dark
twitter,neutral,1.26854E+17,Thu Oct 20 02:55:04 +0000 2011,@NinoTannahill  @ayylozen Nino already has a #cellphoneaddiction and #twitter ain't helpin lol
twitter,neutral,1.2688E+17,Thu Oct 20 04:40:35 +0000 2011,@NishiNegi Pero deberia ser una funcion especialmente de #twitter no de otras #digoyo
twitter,neutral,1.26862E+17,Thu Oct 20 03:26:58 +0000 2011,@Obamaphile @vegascharlieb your not in #twitter jail again r u ?
twitter,neutral,1.26879E+17,Thu Oct 20 04:34:50 +0000 2011,@obsexxed69 got one of the dopest blogs on #Twitter and #Tumblr...#RealTalk
twitter,neutral,1.26882E+17,Thu Oct 20 04:48:29 +0000 2011,@OFA_IA @BarackObama #itheperson wld like all gov reps 2 have the date and state they reside in posted on their #twitter pic. 4 #wethepeople
twitter,neutral,1.26871E+17,Thu Oct 20 04:04:04 +0000 2011,"@Olsensn osea, #fb no me notificÃ_ del inbox de los planes de la boda...por eso uso mÃ¡s el #twitter Â¬Â¬' anyway, ya contestÃ© por fin! =)"
twitter,neutral,1.26878E+17,Thu Oct 20 04:31:00 +0000 2011,@Omardelos @RonaldElApostol Hace un tiempo q el varon tira su rema 11x17 aqui en #Twitter :D
twitter,neutral,1.26881E+17,Thu Oct 20 04:43:36 +0000 2011,@Paatty_cl #EsNaco Componerle una cacion a Mf y presumir de ella en #Twitter
twitter,neutral,1.26881E+17,Thu Oct 20 04:44:38 +0000 2011,@pani_mondragon =O como dices eso =( pss no tengo servicios en la bb solamente #twitter
twitter,neutral,1.2687E+17,Thu Oct 20 04:00:11 +0000 2011,@pimentta_qzl  kkkkatat  agora  ame maais  eu amo um tantÃ£o que nÃ£o cabe nesse post do #twitter ...
twitter,neutral,1.26857E+17,Thu Oct 20 03:08:51 +0000 2011,@ppmorraz hahaha esos chistes de #ninel se han vuelto famosos en #twitter
twitter,neutral,1.26862E+17,Thu Oct 20 03:25:46 +0000 2011,@Presidential_FU  do me wrong #twitter
twitter,neutral,1.26882E+17,Thu Oct 20 04:47:40 +0000 2011,@PrettyFuckn_Lee Welcum too #Twitter Cuz ;)
